Date,Country,State,Market Size,Product,City,Product Line,Product Type,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Marketing,Sales,Total Expenses
01/08/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,143,198,154,341,136,1036,38,332,50
01/09/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,77,44,121,59,451,19,138,50
01/09/2018,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,55,22,99,57,1147,17,125,41
01/10/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,55,99,88,154,99,630,32,226,46
01/11/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,55,77,44,132,65,453,21,152,52
01/12/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,88,132,99,220,95,1104,27,231,40
01/01/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,154,176,121,330,187,1201,52,421,84
01/01/2019,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,55,88,22,143,70,479,63,185,101
01/01/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,66,99,77,165,60,502,17,165,30
01/01/2019,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,88,121,88,209,92,686,30,235,46
01/02/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,110,165,132,275,109,843,30,285,43
01/03/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,99,154,121,253,90,486,25,233,37
01/04/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,143,165,110,308,179,1201,50,381,76
01/04/2019,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,44,77,22,121,58,477,52,147,85
01/04/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,77,44,121,61,370,20,151,50
01/04/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,60,371,22,142,60
01/05/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,59,398,22,129,54
01/05/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,165,132,286,115,904,32,280,42
01/05/2019,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,88,121,88,209,92,643,30,207,40
01/06/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,154,99,286,164,1370,46,325,68
01/06/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,66,33,110,55,437,18,129,46
01/06/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,143,198,154,341,136,1042,38,328,48
01/07/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,55,22,99,52,462,17,120,43
01/07/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,55,22,99,55,1157,17,119,37
01/07/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,165,132,286,115,1048,32,280,42
01/07/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,110,187,154,297,104,669,29,251,39
01/08/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,55,11,99,54,456,20,119,52
01/08/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,33,55,22,88,46,1151,14,99,36
01/08/2019,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,55,88,55,143,75,646,25,170,36
01/08/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,143,198,154,341,136,1036,38,328,47
01/08/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,143,220,176,363,146,1094,40,352,49
01/08/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,66,99,55,165,58,729,19,143,51
01/09/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,77,44,121,59,451,19,147,50
01/09/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,165,132,275,110,1080,31,288,43
01/10/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,154,121,286,178,1394,50,378,76
01/10/2019,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,33,66,33,99,57,554,51,143,84
01/10/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,33,55,33,88,60,445,22,141,59
01/11/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,88,121,88,209,90,1083,25,233,37
01/12/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,88,143,88,231,74,745,25,197,60
01/12/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,88,132,99,220,95,1104,27,247,40
01/01/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,99,143,110,242,98,855,27,241,40
01/01/2018,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,55,88,22,143,70,479,63,165,96
01/01/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,77,22,121,64,372,25,143,61
01/02/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,154,121,264,105,890,29,256,42
01/02/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,55,66,11,121,65,365,25,146,61
01/03/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,99,154,121,253,90,486,25,218,37
01/03/2018,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,143,165,110,308,179,1165,50,358,76
01/04/2018,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,55,77,44,132,70,1062,21,152,46
01/04/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,77,143,88,220,75,615,25,187,60
01/04/2018,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,44,77,22,121,58,477,52,138,85
01/04/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,77,44,121,61,370,20,142,50
01/05/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,33,55,33,88,48,663,16,109,29
01/05/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,66,33,110,58,398,19,136,50
01/06/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,57,436,21,127,59
01/06/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,110,187,154,297,104,619,29,253,41
01/06/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,187,143,308,125,987,35,304,47
01/06/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,143,198,154,341,136,1042,38,332,51
01/06/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,66,33,110,55,437,18,130,49
01/08/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,55,88,55,143,75,646,25,171,38
01/08/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,66,99,55,165,58,729,19,145,54
01/08/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,143,220,176,363,146,1094,40,356,52
01/08/2018,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,55,77,55,132,58,610,19,132,32
01/10/2018,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,154,121,286,178,1394,50,355,76
01/10/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,176,165,286,119,1069,33,292,46
01/10/2018,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,33,55,55,88,43,596,14,99,27
01/11/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,77,99,66,176,97,618,32,220,47
01/11/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,61,451,22,137,60
01/11/2018,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,66,33,110,63,1147,19,138,43
01/12/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,66,99,66,165,90,607,29,204,42
01/12/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,132,187,143,319,136,1055,38,333,50
01/01/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,77,22,121,64,372,25,160,64
01/01/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,55,77,44,132,71,1062,21,173,47
01/01/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,88,143,88,231,80,614,26,222,64
01/01/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,99,143,110,242,98,855,27,270,42
01/01/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,154,121,264,105,904,29,289,44
01/02/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,55,77,44,132,66,362,21,164,52
01/03/2019,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,33,55,33,88,48,675,16,115,29
01/04/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,99,154,121,253,90,506,25,233,37
01/05/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,154,99,286,164,1272,46,325,68
01/05/2019,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,66,33,110,58,398,19,135,47
01/05/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,77,121,66,198,71,653,24,175,53
01/06/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,66,33,110,59,1131,18,128,38
01/06/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,187,143,308,125,987,35,302,43
01/07/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,143,88,275,160,1435,44,317,66
01/07/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,57,461,21,126,53
01/08/2019,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,143,88,275,160,1422,44,317,66
01/08/2019,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,33,44,0,77,41,565,37,97,64
01/08/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,121,187,143,308,110,658,31,268,41
01/09/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,33,55,11,88,50,450,19,120,55
01/09/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,55,22,99,57,1147,17,132,41
01/09/2019,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,55,77,55,132,68,637,22,164,36
01/09/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,99,154,121,253,90,647,25,234,38
01/10/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,132,198,176,330,136,1007,38,355,51
01/10/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,176,165,286,119,1069,33,311,46
01/11/2019,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,61,451,22,146,60
01/11/2019,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,66,33,110,63,1147,19,147,43
01/11/2019,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,187,143,308,130,1023,37,340,49
01/11/2019,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,33,66,44,99,44,590,15,108,28
01/12/2019,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,44,66,0,110,52,574,47,131,79
01/12/2019,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,66,99,66,165,90,607,29,217,42
01/03/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,242,319,231,561,263,1386,73,576,99
01/03/2018,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,275,429,297,704,297,2246,104,743,161
01/04/2018,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,165,-11,-77,154,230,1993,71,208,94
01/06/2018,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,99,165,132,264,104,619,29,253,41
01/08/2018,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,253,-154,-253,99,343,3765,106,137,129
01/10/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,231,561,495,792,263,1317,73,842,101
01/11/2018,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,55,77,55,132,55,648,16,136,29
01/12/2018,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,132,209,165,341,136,1055,38,333,51
01/12/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,264,440,352,704,275,796,77,723,105
01/02/2019,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,264,407,275,671,284,2274,99,756,157
01/03/2019,United Kingdom,Scotland,Major Market,Lemon,Glasgow,Leaves,Herbal Tea,Decaf,198,242,143,440,270,1619,103,602,140
01/03/2019,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,275,429,297,704,297,2246,104,791,161
01/04/2019,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,165,-11,-77,154,230,1993,71,222,94
01/06/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,264,462,374,726,286,1546,80,736,99
01/08/2019,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,253,-154,-253,99,343,3765,106,136,120
01/09/2019,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,88,143,110,231,90,647,25,234,38
01/10/2019,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,143,209,176,352,136,1007,38,355,50
01/12/2019,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,99,132,99,231,95,1104,27,247,39
01/01/2018,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,286,418,286,704,299,2312,104,746,160
01/03/2018,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,110,165,132,275,105,879,29,258,41
01/05/2018,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,121,176,132,297,115,904,32,282,46
01/06/2018,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,198,-33,-110,165,269,2900,83,218,107
01/07/2018,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,209,-44,-121,165,286,3384,88,218,113
01/09/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,253,352,264,605,274,1415,76,624,104
01/10/2018,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,143,209,176,352,136,1007,38,333,50
01/12/2018,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,99,132,99,231,95,1104,27,231,39
01/12/2018,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,198,-88,-165,110,266,5634,82,163,106
01/01/2019,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,99,154,121,253,98,855,27,270,42
01/04/2019,United Kingdom,Scotland,Major Market,Lemon,Glasgow,Leaves,Herbal Tea,Decaf,209,330,220,539,286,1714,108,748,145
01/07/2019,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,374,572,407,946,401,2920,140,995,183
01/08/2019,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,143,209,165,352,136,1036,38,328,47
01/10/2019,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,231,363,253,594,286,2803,101,763,158
01/12/2019,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,198,-88,-165,110,266,5634,82,174,106
01/01/2018,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,55,110,88,165,74,440,22,198,48
01/01/2018,United Kingdom,Wales,Small Market,Lemon,Swansea,Leaves,Herbal Tea,Decaf,22,55,55,77,37,855,10,90,22
01/02/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,55,77,55,132,53,679,17,121,30
01/02/2018,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,55,110,88,165,72,410,22,192,48
01/03/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,55,88,66,143,54,673,18,124,32
01/03/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Swansea,Beans,Espresso,Regular,88,110,66,198,79,1045,25,171,48
01/03/2018,United Kingdom,Wales,Small Market,Lemon,Swansea,Leaves,Herbal Tea,Decaf,44,66,55,110,54,844,15,134,28
01/04/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Swansea,Beans,Espresso,Regular,88,99,55,187,76,1062,24,167,48
01/04/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,55,77,55,132,50,666,16,114,29
01/04/2018,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,110,143,33,253,105,610,95,250,127
01/05/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Swansea,Beans,Coffee,Decaf,99,132,88,231,96,520,31,225,61
01/05/2018,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,44,77,55,121,53,387,16,143,41
01/06/2018,United Kingdom,Wales,Small Market,Earl Grey,Swansea,Leaves,Tea,Regular,44,77,11,121,59,657,53,141,85
01/06/2018,United Kingdom,Wales,Small Market,Amaretto,Swansea,Beans,Coffee,Regular,66,77,22,143,65,415,25,147,61
01/06/2018,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,44,77,55,121,52,409,16,138,42
01/08/2018,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,44,77,55,121,52,403,16,139,42
01/08/2018,United Kingdom,Wales,Small Market,Earl Grey,Swansea,Leaves,Tea,Regular,33,66,11,99,49,679,43,116,75
01/08/2018,United Kingdom,Wales,Small Market,Amaretto,Swansea,Beans,Coffee,Regular,66,88,33,154,70,437,26,154,62
01/09/2018,United Kingdom,Wales,Small Market,Earl Grey,Swansea,Leaves,Tea,Regular,55,88,11,143,69,674,62,164,94
01/10/2018,United Kingdom,Wales,Small Market,Earl Grey,Swansea,Leaves,Tea,Regular,44,55,0,99,66,667,60,159,93
01/10/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,22,55,55,77,25,631,8,57,21
01/10/2018,United Kingdom,Wales,Small Market,Amaretto,Swansea,Beans,Coffee,Regular,44,88,55,132,62,424,24,139,61
01/10/2018,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,99,154,66,253,106,752,96,253,128
01/10/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Swansea,Beans,Coffee,Decaf,88,132,110,220,95,602,31,223,61
01/11/2018,United Kingdom,Wales,Small Market,Earl Grey,Swansea,Leaves,Tea,Regular,55,77,0,132,68,675,61,162,93
01/11/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,22,44,33,66,25,627,8,58,21
01/12/2018,United Kingdom,Wales,Small Market,Lemon,Swansea,Leaves,Herbal Tea,Decaf,33,44,33,77,38,950,10,94,24
01/12/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Swansea,Beans,Espresso,Regular,110,132,88,242,88,1187,27,194,51
01/12/2018,United Kingdom,Wales,Small Market,Amaretto,Swansea,Beans,Coffee,Regular,66,88,33,154,72,444,27,160,64
01/12/2018,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,110,154,33,264,116,788,105,275,138
01/12/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Swansea,Beans,Coffee,Decaf,88,121,77,209,92,633,30,215,61
01/01/2019,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,55,110,88,165,74,440,22,222,50
01/01/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,55,77,55,132,53,686,17,136,32
01/01/2019,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,88,121,22,209,87,607,80,235,118
01/02/2019,United Kingdom,Wales,Small Market,Chamomile,Swansea,Leaves,Herbal Tea,Decaf,55,110,88,165,72,410,22,204,48
01/02/2019,United Kingdom,Wales,Small Market,Darjeeling,Swansea,Leaves,Tea,Regular,44,88,55,132,62,421,19,161,44
01/02/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Swansea,Beans,Espresso,Decaf,55,77,55,132,53,679,17,129,30
01/02/2019,United Kingdom,Wales,Small Market,Amaretto,Swansea,Beans,Coffee,Regular,55,77,33,132,59,337,22,139,59
01/02/2019,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,99,154,44,253,102,596,92,258,125
01/03/2019,United Kingdom,Wales,Small Market,Lemon,Swansea,Leaves,Herbal Tea,Decaf,44,66,55,110,54,844,15,142,28
01/03/2019,United Kingdom,Wales,Small Market,Colombian,Swansea,Beans,Coffee,Regular,110,143,33,253,105,586,95,267,127
